Day,Group,Metric,Unit,Amount
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,94.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,101.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,99.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,108.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,108.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,110.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,102.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,106.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,106.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,108.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,106.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,112.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,107.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,107.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,109.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,107.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,112.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,111.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,108.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,106.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,104.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,101.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,101.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,102.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,102.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,105.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,107.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,109.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,107.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,104.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,103.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,105.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,103.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,102.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,105.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,102.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,102.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,112.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,113.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,108.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,104.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,98.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,86.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,93.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,90.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,88.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,91.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,99.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,97.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,100.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,97.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,99.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,97.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,101.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,101.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,110.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,117.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,120.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,122.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,128.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,130.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,130.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,133.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,135.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,137.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,134.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,129.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,128.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,114.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,114.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,123.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,123.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,104.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,104.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,109.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,89.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,106.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,107.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,119.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,121.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,122.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,133.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,138.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,139.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,135.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,135.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,137.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,138.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,129.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,126.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,121.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,124.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,123.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,120.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,119.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,127.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,118.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,112.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,110.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,111.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,109.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,105.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,112.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,111.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,111.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,111.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,112.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,116.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,116.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,118.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,119.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,119.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,118.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,119.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,120.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,121.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,121.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,119.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,114.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,111.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,114.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,114.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,110.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,109.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,114.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,111.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,111.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,111.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,108.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,107.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,106.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,106.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,113.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,113.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,112.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,111.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,112.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,115.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,120.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,121.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,120.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,112.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,112.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,115.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,115.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,109.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,112.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,115.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,115.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,113.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,115.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,115.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,116.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,118.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,119.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,121.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,121.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,126.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,125.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,122.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,123.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,122.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,119.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,114.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,115.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,118.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,121.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,120.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,122.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,121.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,122.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,123.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,122.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,123.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,123.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,122.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,119.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,122.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,124.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,125.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,129.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,130.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,129.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,128.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,123.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,142.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,146.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,148.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,154.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,155.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,155.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,156.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,158.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,158.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,157.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,158.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,157.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,157.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,157.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,153.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,153.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,150.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,151.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,150.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,152.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,153.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,147.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,145.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,130.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,123.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,121.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,117.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,117.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,113.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,114.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,112.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,113.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,111.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,106.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,111.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,108.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,108.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,109.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,108.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,107.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,107.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,106.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,104.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,106.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,106.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,106.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,103.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,106.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,103.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,104.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,110.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,112.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,119.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,124.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,127.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,131.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,130.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,130.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,134.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,134.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,134.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,129.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,130.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,129.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,128.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,122.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,120.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,121.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,121.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,122.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,122.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,121.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,122.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,123.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,124.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,126.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,128.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,132.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,134.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,142.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,148.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,148.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,158.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,162.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,163.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,163.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,162.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,161.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,157.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,156.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,154.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,153.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,153.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,148.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,145.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,139.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,139.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,146.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,146.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,142.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,139.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,129.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,107.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,107.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,100.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,94.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,97.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,97.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,99.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,104.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,103.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,107.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,107.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,109.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,110.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,111.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,108.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,111.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,115.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,117.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,116.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,116.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,119.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,120.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,124.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,124.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,131.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,134.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,140.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,143.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,146.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,158.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,162.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,164.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,166.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,166.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,166.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,165.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,165.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,167.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,165.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,165.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,164.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,164.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,162.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,162.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,162.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,162.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,159.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,157.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,154.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,152.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,143.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,142.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,138.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,140.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,138.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,128.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,125.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,112.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,114.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,121.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,123.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,130.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,132.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,130.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,116.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,115.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,123.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,124.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,132.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,134.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,144.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,148.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,147.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,131.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,127.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,121.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,121.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,113.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,114.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,116.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,123.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,128.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,132.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,137.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,137.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,149.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,150.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,159.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,162.0
2026-05-03,Uncategorized,"Heart Rate (Apple Health)",bpm,163.0
